o,d,weight,o-point,d-point
81,417,305,POINT (1654950.2355049697 2459133.6711468953),POINT (1667149.1995502617 2456149.395537761)
81,423,29,POINT (1654950.2355049697 2459133.6711468953),POINT (1664280.8425726332 2458361.580011546)
81,426,85,POINT (1654950.2355049697 2459133.6711468953),POINT (1657625.4792180455 2451793.0533817736)
81,427,51,POINT (1654950.2355049697 2459133.6711468953),POINT (1651554.2208375433 2464273.818321054)
81,430,34,POINT (1654950.2355049697 2459133.6711468953),POINT (1659992.2267755892 2467170.7016893914)
81,431,175,POINT (1654950.2355049697 2459133.6711468953),POINT (1658546.8966649086 2462782.2159383167)
81,434,61,POINT (1654950.2355049697 2459133.6711468953),POINT (1661215.298428351 2451777.164615246)
81,435,277,POINT (1654950.2355049697 2459133.6711468953),POINT (1663025.7444812371 2459100.0050557037)
81,436,51,POINT (1654950.2355049697 2459133.6711468953),POINT (1659595.1312231226 2449584.363770795)
81,437,313,POINT (1654950.2355049697 2459133.6711468953),POINT (1661580.443979789 2454708.4056260986)
81,438,80,POINT (1654950.2355049697 2459133.6711468953),POINT (1658189.677146062 2463516.12696522)
81,439,277,POINT (1654950.2355049697 2459133.6711468953),POINT (1660857.807029394 2452512.0541112036)
81,440,202,POINT (1654950.2355049697 2459133.6711468953),POINT (1662676.1015708118 2463497.7511697374)
81,442,278,POINT (1654950.2355049697 2459133.6711468953),POINT (1656021.7483563945 2456931.073318973)
81,444,38,POINT (1654950.2355049697 2459133.6711468953),POINT (1658372.4068360399 2464980.206409157)
81,445,331,POINT (1654950.2355049697 2459133.6711468953),POINT (1660150.7401090832 2457646.6599411136)
81,446,201,POINT (1654950.2355049697 2459133.6711468953),POINT (1661596.04923765 2462037.103095866)
81,448,179,POINT (1654950.2355049697 2459133.6711468953),POINT (1663018.0941398512 2455435.116091568)
81,449,299,POINT (1654950.2355049697 2459133.6711468953),POINT (1656761.056262779 2466451.045722319)
81,451,214,POINT (1654950.2355049697 2459133.6711468953),POINT (1652633.786447382 2465734.288875808)
81,452,182,POINT (1654950.2355049697 2459133.6711468953),POINT (1659610.734213803 2456916.0555289485)
81,453,372,POINT (1654950.2355049697 2459133.6711468953),POINT (1656387.1863642065 2459860.586032225)
81,454,114,POINT (1654950.2355049697 2459133.6711468953),POINT (1657284.309716966 2459856.958776066)
81,455,55,POINT (1654950.2355049697 2459133.6711468953),POINT (1658729.6129757818 2464246.4038738087)
81,456,334,POINT (1654950.2355049697 2459133.6711468953),POINT (1660508.12744227 2456912.20517335)
81,457,21,POINT (1654950.2355049697 2459133.6711468953),POINT (1661953.4344260413 2461302.937366097)
81,459,352,POINT (1654950.2355049697 2459133.6711468953),POINT (1663923.3163075414 2459096.0723174345)
81,460,354,POINT (1654950.2355049697 2459133.6711468953),POINT (1656918.9066916034 2456927.376412558)
81,461,165,POINT (1654950.2355049697 2459133.6711468953),POINT (1653696.1690728809 2459871.237297887)
81,462,138,POINT (1654950.2355049697 2459133.6711468953),POINT (1652990.7383991429 2465000.778586257)
81,463,55,POINT (1654950.2355049697 2459133.6711468953),POINT (1661755.3704042083 2452508.022801591)
81,465,363,POINT (1654950.2355049697 2459133.6711468953),POINT (1657467.025024877 2461321.4766113907)
81,467,185,POINT (1654950.2355049697 2459133.6711468953),POINT (1666609.0259789359 2455418.732124283)
82,84,191,POINT (1663010.56009414 2451768.9906600956),POINT (1657816.123803127 2456923.6411466766)
82,85,207,POINT (1663010.56009414 2451768.9906600956),POINT (1654593.1160068512 2459867.725291204)
82,86,265,POINT (1663010.56009414 2451768.9906600956),POINT (1662652.9924043706 2452503.9532126375)
82,87,59,POINT (1663010.56009414 2451768.9906600956),POINT (1665353.5759720677 2456157.6680023796)
82,96,250,POINT (1663010.56009414 2451768.9906600956),POINT (1656030.0163322194 2460594.640864351)
82,97,176,POINT (1663010.56009414 2451768.9906600956),POINT (1653887.5361979557 2464997.446191963)
82,98,259,POINT (1663010.56009414 2451768.9906600956),POINT (1655315.7534346976 2462062.5328618693)
82,99,231,POINT (1663010.56009414 2451768.9906600956),POINT (1662318.7175154695 2464231.772386572)
82,100,241,POINT (1663010.56009414 2451768.9906600956),POINT (1658705.4669808093 2453254.7457209425)
82,104,93,POINT (1663010.56009414 2451768.9906600956),POINT (1659436.042688766 2459115.3518548245)
82,105,228,POINT (1663010.56009414 2451768.9906600956),POINT (1657658.0717100643 2466447.593890173)
82,106,280,POINT (1663010.56009414 2451768.9906600956),POINT (1656578.2823933482 2464987.2178923343)
82,107,113,POINT (1663010.56009414 2451768.9906600956),POINT (1658880.2485855226 2451054.286208623)
82,109,307,POINT (1663010.56009414 2451768.9906600956),POINT (1655672.8720236626 2461328.6231408794)
82,112,257,POINT (1663010.56009414 2451768.9906600956),POINT (1658522.8459171155 2451789.1385785076)
82,114,367,POINT (1663010.56009414 2451768.9906600956),POINT (1662843.1571609215 2457634.9882492125)
82,117,252,POINT (1663010.56009414 2451768.9906600956),POINT (1654967.2014945885 2466457.833725207)
82,120,55,POINT (1663010.56009414 2451768.9906600956),POINT (1659261.41288711 2461314.176278822)
82,121,313,POINT (1663010.56009414 2451768.9906600956),POINT (1664638.3946025404 2457627.0151904216)
82,122,243,POINT (1663010.56009414 2451768.9906600956),POINT (1654784.3928201438 2464994.075279517)
82,125,289,POINT (1663010.56009414 2451768.9906600956),POINT (1662128.231170808 2459103.8993767397)
82,126,284,POINT (1663010.56009414 2451768.9906600956),POINT (1660682.9363822544 2454712.3656211905)
82,127,278,POINT (1663010.56009414 2451768.9906600956),POINT (1657292.5681206686 2463519.686624593)
82,128,263,POINT (1663010.56009414 2451768.9906600956),POINT (1659960.3023152847 2452516.0471433084)
82,132,337,POINT (1663010.56009414 2451768.9906600956),POINT (1664995.9724010811 2456892.377854039)
82,133,19,POINT (1663010.56009414 2451768.9906600956),POINT (1655124.6488328124 2456934.7318678335)
82,137,141,POINT (1663010.56009414 2451768.9906600956),POINT (1655864.099512502 2466454.4590000184)
82,138,345,POINT (1663010.56009414 2451768.9906600956),POINT (1658713.399655639 2456919.8675194327)
82,139,228,POINT (1663010.56009414 2451768.9906600956),POINT (1655490.1217823955 2459864.174869963)
82,140,187,POINT (1663010.56009414 2451768.9906600956),POINT (1663550.6729945105 2452499.845342531)
82,143,53,POINT (1663010.56009414 2451768.9906600956),POINT (1655132.989873493 2460598.1930824323)
82,144,209,POINT (1663010.56009414 2451768.9906600956),POINT (1663193.0929509592 2453234.7718662852)
82,145,252,POINT (1663010.56009414 2451768.9906600956),POINT (1659618.709598134 2460580.047646107)
82,152,70,POINT (1663010.56009414 2451768.9906600956),POINT (1657641.543595553 2459122.7947879345)
82,153,232,POINT (1663010.56009414 2451768.9906600956),POINT (1659086.8448384823 2463512.5288084573)
82,154,371,POINT (1663010.56009414 2451768.9906600956),POINT (1660865.5405292376 2456177.6778649366)
82,155,197,POINT (1663010.56009414 2451768.9906600956),POINT (1662310.845360219 2460568.699116179)
82,159,162,POINT (1663010.56009414 2451768.9906600956),POINT (1656569.9191489704 2461325.069100564)
82,160,136,POINT (1663010.56009414 2451768.9906600956),POINT (1653347.7160475263 2464267.195736542)
82,161,227,POINT (1663010.56009414 2451768.9906600956),POINT (1653704.719396387 2463533.5403265734)
82,162,86,POINT (1663010.56009414 2451768.9906600956),POINT (1663390.946910676 2462029.4912064886)
82,163,164,POINT (1663010.56009414 2451768.9906600956),POINT (1661945.6262268345 2457638.9171975213)
82,165,342,POINT (1663010.56009414 2451768.9906600956),POINT (1663558.1861956846 2456165.7870200397)
82,166,221,POINT (1663010.56009414 2451768.9906600956),POINT (1660166.7658653143 2464973.0408146377)
82,168,362,POINT (1663010.56009414 2451768.9906600956),POINT (1658721.4482376878 2460583.753606368)
82,171,283,POINT (1663010.56009414 2451768.9906600956),POINT (1660698.688202246 2462040.851327951)
82,172,175,POINT (1663010.56009414 2451768.9906600956),POINT (1659253.3849961753 2457650.473740088)
82,175,276,POINT (1663010.56009414 2451768.9906600956),POINT (1666966.7191880175 2454683.8407865274)
82,177,194,POINT (1663010.56009414 2451768.9906600956),POINT (1657475.3152736844 2464983.7314137076)
82,178,254,POINT (1663010.56009414 2451768.9906600956),POINT (1658697.649964396 2449588.3883214933)
82,179,231,POINT (1663010.56009414 2451768.9906600956),POINT (1653164.8951738689 2462803.2162116403)
82,180,192,POINT (1663010.56009414 2451768.9906600956),POINT (1663383.2326757242 2458365.549245064)
82,183,360,POINT (1663010.56009414 2451768.9906600956),POINT (1661246.7197617888 2466433.40097876)
82,187,111,POINT (1663010.56009414 2451768.9906600956),POINT (1660873.3901306628 2459842.0655291583)
82,188,243,POINT (1663010.56009414 2451768.9906600956),POINT (1659062.8562972285 2452520.001899742)
82,189,368,POINT (1663010.56009414 2451768.9906600956),POINT (1659801.3857481158 2462044.5610874416)
82,190,308,POINT (1663010.56009414 2451768.9906600956),POINT (1655324.242010476 2465724.286058564)
82,191,256,POINT (1663010.56009414 2451768.9906600956),POINT (1662470.4552771682 2451038.098193027)
82,193,310,POINT (1663010.56009414 2451768.9906600956),POINT (1657450.7924677369 2453993.260291947)
82,195,118,POINT (1663010.56009414 2451768.9906600956),POINT (1656395.517797662 2463523.207788486)
82,196,209,POINT (1663010.56009414 2451768.9906600956),POINT (1654061.748449569 2462799.812356256)
82,197,65,POINT (1663010.56009414 2451768.9906600956),POINT (1659785.487432545 2454716.2872940414)
82,198,42,POINT (1663010.56009414 2451768.9906600956),POINT (1661230.77641166 2459107.7552823774)
82,206,274,POINT (1663010.56009414 2451768.9906600956),POINT (1656744.3821234605 2459126.458644443)
82,208,167,POINT (1663010.56009414 2451768.9906600956),POINT (1659968.10918148 2456181.564772103)
82,214,370,POINT (1663010.56009414 2451768.9906600956),POINT (1658530.7469627662 2455454.733369095)
82,216,129,POINT (1663010.56009414 2451768.9906600956),POINT (1655307.3807267118 2458399.544436788)
82,220,43,POINT (1663010.56009414 2451768.9906600956),POINT (1663368.1535643733 2451033.9555668784)
82,225,202,POINT (1663010.56009414 2451768.9906600956),POINT (1662120.5074645393 2455439.1162238186)
82,227,281,POINT (1663010.56009414 2451768.9906600956),POINT (1654244.551946963 2464263.8266923614)
82,231,240,POINT (1663010.56009414 2451768.9906600956),POINT (1663208.3410565308 2460564.8393836333)
82,232,161,POINT (1663010.56009414 2451768.9906600956),POINT (1661763.0305044434 2456173.752605095)
82,233,104,POINT (1663010.56009414 2451768.9906600956),POINT (1659984.0711625577 2463508.8921524067)
82,234,167,POINT (1663010.56009414 2451768.9906600956),POINT (1658538.7637957688 2459119.092525359)
82,235,58,POINT (1663010.56009414 2451768.9906600956),POINT (1661238.6897912147 2462771.196305541)
82,236,175,POINT (1663010.56009414 2451768.9906600956),POINT (1659793.3785258573 2458381.042168261)
82,237,151,POINT (1663010.56009414 2451768.9906600956),POINT (1658015.2264154153 2465713.936414581)
82,238,49,POINT (1663010.56009414 2451768.9906600956),POINT (1659237.6770195896 2450319.361272714)
82,239,352,POINT (1663010.56009414 2451768.9906600956),POINT (1665893.7169083597 2456888.297269174)
82,241,148,POINT (1663010.56009414 2451768.9906600956),POINT (1663033.5113679373 2462763.657443064)
82,243,85,POINT (1663010.56009414 2451768.9906600956),POINT (1652982.0835045492 2461339.054587997)
82,245,244,POINT (1663010.56009414 2451768.9906600956),POINT (1663200.6587958126 2456900.4238973428)
82,247,16,POINT (1663010.56009414 2451768.9906600956),POINT (1651014.4505884089 2463543.52647532)
82,249,270,POINT (1663010.56009414 2451768.9906600956),POINT (1655498.5262123905 2463526.6904588197)
82,251,316,POINT (1663010.56009414 2451768.9906600956),POINT (1658888.097166014 2454720.170646499)
82,253,282,POINT (1663010.56009414 2451768.9906600956),POINT (1661572.8156003258 2451042.2025684584)
82,255,137,POINT (1663010.56009414 2451768.9906600956),POINT (1655141.446662283 2464260.4191442616)
82,257,195,POINT (1663010.56009414 2451768.9906600956),POINT (1656038.4001581655 2464256.9730902943)
82,258,37,POINT (1663010.56009414 2451768.9906600956),POINT (1657990.765618003 2454724.0156804267)
82,260,219,POINT (1663010.56009414 2451768.9906600956),POINT (1658904.141910646 2462048.2323762076)
82,261,220,POINT (1663010.56009414 2451768.9906600956),POINT (1660349.469880249 2466437.0070478376)
82,262,113,POINT (1663010.56009414 2451768.9906600956),POINT (1654601.5934001908 2463530.1346375337)
82,266,26,POINT (1663010.56009414 2451768.9906600956),POINT (1657633.4535639822 2455458.541818732)
82,269,71,POINT (1663010.56009414 2451768.9906600956),POINT (1666791.5198381636 2456884.1783064534)
82,270,44,POINT (1663010.56009414 2451768.9906600956),POINT (1651911.1479552016 2463540.236243488)
82,272,355,POINT (1663010.56009414 2451768.9906600956),POINT (1664098.2863517583 2456896.4200628297)
82,277,203,POINT (1663010.56009414 2451768.9906600956),POINT (1666433.8659059817 2457618.8885700395)
82,281,166,POINT (1663010.56009414 2451768.9906600956),POINT (1652268.1007696895 2462806.581595513)
82,283,375,POINT (1663010.56009414 2451768.9906600956),POINT (1664455.8518409375 2456161.7466911864)
82,284,304,POINT (1663010.56009414 2451768.9906600956),POINT (1659070.7364965314 2456185.413328439)
82,285,349,POINT (1663010.56009414 2451768.9906600956),POINT (1660135.1788322916 2450315.3350703213)
82,287,215,POINT (1663010.56009414 2451768.9906600956),POINT (1655847.2794148256 2459130.084096792)
82,289,351,POINT (1663010.56009414 2451768.9906600956),POINT (1663908.2788184455 2451764.8462831685)
82,290,105,POINT (1663010.56009414 2451768.9906600956),POINT (1662668.282044009 2459834.38834606)
82,291,203,POINT (1663010.56009414 2451768.9906600956),POINT (1661222.9793738052 2455443.0780158597)
82,292,316,POINT (1663010.56009414 2451768.9906600956),POINT (1657832.4833502683 2464249.965456991)
82,293,113,POINT (1663010.56009414 2451768.9906600956),POINT (1658912.3385725063 2465710.4094516)
82,294,187,POINT (1663010.56009414 2451768.9906600956),POINT (1660690.754176871 2458377.2265354255)
82,295,245,POINT (1663010.56009414 2451768.9906600956),POINT (1662136.0713205927 2462767.4461196037)
82,297,35,POINT (1663010.56009414 2451768.9906600956),POINT (1660500.3413996487 2453246.871056325)
82,298,52,POINT (1663010.56009414 2451768.9906600956),POINT (1659976.0320475493 2459845.8464780003)
82,300,199,POINT (1663010.56009414 2451768.9906600956),POINT (1655664.5516759097 2457665.3451608275)
82,301,108,POINT (1663010.56009414 2451768.9906600956),POINT (1652442.263521056 2460608.61915999)
82,303,71,POINT (1663010.56009414 2451768.9906600956),POINT (1657824.2455496532 2460587.421128233)
82,304,146,POINT (1663010.56009414 2451768.9906600956),POINT (1659269.5570450437 2464976.642876767)
82,305,145,POINT (1663010.56009414 2451768.9906600956),POINT (1661048.1538644275 2457642.8077608766)
82,306,99,POINT (1663010.56009414 2451768.9906600956),POINT (1662493.46881893 2462033.316389327)
82,307,305,POINT (1663010.56009414 2451768.9906600956),POINT (1662660.579071721 2456169.7889907383)
82,311,220,POINT (1663010.56009414 2451768.9906600956),POINT (1652807.9042362904 2463536.9075278984)
82,312,59,POINT (1663010.56009414 2451768.9906600956),POINT (1662303.0897686537 2456904.3893593843)
82,315,335,POINT (1663010.56009414 2451768.9906600956),POINT (1654053.2504292019 2459137.2197966864)
82,316,242,POINT (1663010.56009414 2451768.9906600956),POINT (1663565.8158034487 2459830.4921081206)
82,317,272,POINT (1663010.56009414 2451768.9906600956),POINT (1656561.6718655992 2457661.684868133)
82,318,30,POINT (1663010.56009414 2451768.9906600956),POINT (1653339.1134326102 2460605.1822283003)
82,319,71,POINT (1663010.56009414 2451768.9906600956),POINT (1661397.8666290352 2453242.8762872275)
82,320,29,POINT (1663010.56009414 2451768.9906600956),POINT (1665711.2053193129 2455422.885635433)
82,321,222,POINT (1663010.56009414 2451768.9906600956),POINT (1653521.9118158706 2462069.452329916)
82,323,192,POINT (1663010.56009414 2451768.9906600956),POINT (1663740.7466312917 2457631.020914115)
82,332,321,POINT (1663010.56009414 2451768.9906600956),POINT (1657109.830227178 2462055.459549107)
82,333,205,POINT (1663010.56009414 2451768.9906600956),POINT (1655681.308230386 2464990.6658469574)
82,335,222,POINT (1663010.56009414 2451768.9906600956),POINT (1657808.1178620358 2453258.62562017)
82,337,58,POINT (1663010.56009414 2451768.9906600956),POINT (1661421.3535456923 2464235.4880353147)
82,338,246,POINT (1663010.56009414 2451768.9906600956),POINT (1661056.0353274923 2461306.7221280206)
82,339,297,POINT (1663010.56009414 2451768.9906600956),POINT (1662295.4504912612 2453238.843224489)
82,340,84,POINT (1663010.56009414 2451768.9906600956),POINT (1654418.8032109183 2462066.011825512)
82,346,107,POINT (1663010.56009414 2451768.9906600956),POINT (1654236.0222285208 2460601.706869768)
82,347,83,POINT (1663010.56009414 2451768.9906600956),POINT (1657268.1404905948 2452527.7965930174)
82,348,264,POINT (1663010.56009414 2451768.9906600956),POINT (1657458.850839091 2457657.986201712)
82,355,20,POINT (1663010.56009414 2451768.9906600956),POINT (1656910.8275174564 2453262.4672331675)
82,356,251,POINT (1663010.56009414 2451768.9906600956),POINT (1659452.278554183 2466440.5745548396)
82,357,56,POINT (1663010.56009414 2451768.9906600956),POINT (1656204.4627746162 2458395.9207628625)
82,359,114,POINT (1663010.56009414 2451768.9906600956),POINT (1659428.0990875603 2455450.886586648)
82,360,340,POINT (1663010.56009414 2451768.9906600956),POINT (1658006.9567252127 2462051.8651961302)
82,362,49,POINT (1663010.56009414 2451768.9906600956),POINT (1660675.234569206 2451046.26869498)
82,363,238,POINT (1663010.56009414 2451768.9906600956),POINT (1662485.6812871923 2458369.4800756676)
82,364,17,POINT (1663010.56009414 2451768.9906600956),POINT (1661040.388622987 2453977.6572270934)
82,367,71,POINT (1663010.56009414 2451768.9906600956),POINT (1657649.749561368 2462785.8121804916)
82,372,111,POINT (1663010.56009414 2451768.9906600956),POINT (1660317.755557599 2451781.194197096)
82,373,18,POINT (1663010.56009414 2451768.9906600956),POINT (1660516.0295956251 2460576.3032455645)
82,376,54,POINT (1663010.56009414 2451768.9906600956),POINT (1665171.0601406873 2454692.1823867806)
82,381,329,POINT (1663010.56009414 2451768.9906600956),POINT (1662478.0101897833 2454704.4073069287)
82,382,164,POINT (1663010.56009414 2451768.9906600956),POINT (1653513.3931460031 2458406.676628373)
82,385,354,POINT (1663010.56009414 2451768.9906600956),POINT (1657101.6036138115 2458392.258700954)
82,386,213,POINT (1663010.56009414 2451768.9906600956),POINT (1653878.9541661404 2461335.6158826496)
82,387,133,POINT (1663010.56009414 2451768.9906600956),POINT (1661937.9343510042 2453973.6606956436)
82,388,208,POINT (1663010.56009414 2451768.9906600956),POINT (1666251.3585536536 2456153.550951829)
82,390,114,POINT (1663010.56009414 2451768.9906600956),POINT (1666068.8604466259 2454688.030753189)
82,398,357,POINT (1663010.56009414 2451768.9906600956),POINT (1656927.1015693825 2460591.0502135903)
82,399,375,POINT (1663010.56009414 2451768.9906600956),POINT (1652450.9389992873 2464270.5262787812)
82,401,344,POINT (1663010.56009414 2451768.9906600956),POINT (1658348.10342234 2453989.4169811686)
82,403,162,POINT (1663010.56009414 2451768.9906600956),POINT (1654958.6605614892 2462796.3700273978)
82,404,259,POINT (1663010.56009414 2451768.9906600956),POINT (1661032.7393539161 2450311.2706369786)
82,405,210,POINT (1663010.56009414 2451768.9906600956),POINT (1652093.9994590129 2465004.072464375)
82,407,332,POINT (1663010.56009414 2451768.9906600956),POINT (1661778.699564124 2463501.5033349115)
82,408,376,POINT (1663010.56009414 2451768.9906600956),POINT (1656221.1780990376 2465720.8747161366)
82,409,161,POINT (1663010.56009414 2451768.9906600956),POINT (1660333.380239186 2459111.5727744536)
82,410,45,POINT (1663010.56009414 2451768.9906600956),POINT (1658555.1458189916 2466444.1035016505)
82,411,65,POINT (1663010.56009414 2451768.9906600956),POINT (1658364.1896160415 2461317.845671444)
82,412,44,POINT (1663010.56009414 2451768.9906600956),POINT (1659809.5093483622 2465706.843944606)
82,414,366,POINT (1663010.56009414 2451768.9906600956),POINT (1659777.7122191591 2451050.296574424)
82,417,189,POINT (1663010.56009414 2451768.9906600956),POINT (1667149.1995502617 2456149.395537761)
82,423,188,POINT (1663010.56009414 2451768.9906600956),POINT (1664280.8425726332 2458361.580011546)
82,426,188,POINT (1663010.56009414 2451768.9906600956),POINT (1657625.4792180455 2451793.0533817736)
82,427,199,POINT (1663010.56009414 2451768.9906600956),POINT (1651554.2208375433 2464273.818321054)
82,430,162,POINT (1663010.56009414 2451768.9906600956),POINT (1659992.2267755892 2467170.7016893914)
82,431,18,POINT (1663010.56009414 2451768.9906600956),POINT (1658546.8966649086 2462782.2159383167)
82,434,127,POINT (1663010.56009414 2451768.9906600956),POINT (1661215.298428351 2451777.164615246)
82,435,239,POINT (1663010.56009414 2451768.9906600956),POINT (1663025.7444812371 2459100.0050557037)
82,436,171,POINT (1663010.56009414 2451768.9906600956),POINT (1659595.1312231226 2449584.363770795)
82,437,265,POINT (1663010.56009414 2451768.9906600956),POINT (1661580.443979789 2454708.4056260986)
82,438,346,POINT (1663010.56009414 2451768.9906600956),POINT (1658189.677146062 2463516.12696522)
82,439,293,POINT (1663010.56009414 2451768.9906600956),POINT (1660857.807029394 2452512.0541112036)
82,440,262,POINT (1663010.56009414 2451768.9906600956),POINT (1662676.1015708118 2463497.7511697374)
82,442,25,POINT (1663010.56009414 2451768.9906600956),POINT (1656021.7483563945 2456931.073318973)
82,444,161,POINT (1663010.56009414 2451768.9906600956),POINT (1658372.4068360399 2464980.206409157)
82,445,157,POINT (1663010.56009414 2451768.9906600956),POINT (1660150.7401090832 2457646.6599411136)
82,446,344,POINT (1663010.56009414 2451768.9906600956),POINT (1661596.04923765 2462037.103095866)
82,448,204,POINT (1663010.56009414 2451768.9906600956),POINT (1663018.0941398512 2455435.116091568)
82,449,196,POINT (1663010.56009414 2451768.9906600956),POINT (1656761.056262779 2466451.045722319)
82,451,268,POINT (1663010.56009414 2451768.9906600956),POINT (1652633.786447382 2465734.288875808)
82,452,131,POINT (1663010.56009414 2451768.9906600956),POINT (1659610.734213803 2456916.0555289485)
82,453,202,POINT (1663010.56009414 2451768.9906600956),POINT (1656387.1863642065 2459860.586032225)
82,454,112,POINT (1663010.56009414 2451768.9906600956),POINT (1657284.309716966 2459856.958776066)
82,455,207,POINT (1663010.56009414 2451768.9906600956),POINT (1658729.6129757818 2464246.4038738087)
82,456,349,POINT (1663010.56009414 2451768.9906600956),POINT (1660508.12744227 2456912.20517335)
82,457,224,POINT (1663010.56009414 2451768.9906600956),POINT (1661953.4344260413 2461302.937366097)
82,459,78,POINT (1663010.56009414 2451768.9906600956),POINT (1663923.3163075414 2459096.0723174345)
82,460,143,POINT (1663010.56009414 2451768.9906600956),POINT (1656918.9066916034 2456927.376412558)
82,461,274,POINT (1663010.56009414 2451768.9906600956),POINT (1653696.1690728809 2459871.237297887)
82,462,234,POINT (1663010.56009414 2451768.9906600956),POINT (1652990.7383991429 2465000.778586257)
82,463,167,POINT (1663010.56009414 2451768.9906600956),POINT (1661755.3704042083 2452508.022801591)
82,465,19,POINT (1663010.56009414 2451768.9906600956),POINT (1657467.025024877 2461321.4766113907)
82,467,291,POINT (1663010.56009414 2451768.9906600956),POINT (1666609.0259789359 2455418.732124283)
84,85,150,POINT (1657816.123803127 2456923.6411466766),POINT (1654593.1160068512 2459867.725291204)
84,86,79,POINT (1657816.123803127 2456923.6411466766),POINT (1662652.9924043706 2452503.9532126375)
84,87,137,POINT (1657816.123803127 2456923.6411466766),POINT (1665353.5759720677 2456157.6680023796)
84,96,187,POINT (1657816.123803127 2456923.6411466766),POINT (1656030.0163322194 2460594.640864351)
84,97,187,POINT (1657816.123803127 2456923.6411466766),POINT (1653887.5361979557 2464997.446191963)
84,98,221,POINT (1657816.123803127 2456923.6411466766),POINT (1655315.7534346976 2462062.5328618693)
84,99,285,POINT (1657816.123803127 2456923.6411466766),POINT (1662318.7175154695 2464231.772386572)
84,100,129,POINT (1657816.123803127 2456923.6411466766),POINT (1658705.4669808093 2453254.7457209425)
84,104,193,POINT (1657816.123803127 2456923.6411466766),POINT (1659436.042688766 2459115.3518548245)
84,105,235,POINT (1657816.123803127 2456923.6411466766),POINT (1657658.0717100643 2466447.593890173)
84,106,281,POINT (1657816.123803127 2456923.6411466766),POINT (1656578.2823933482 2464987.2178923343)
84,107,105,POINT (1657816.123803127 2456923.6411466766),POINT (1658880.2485855226 2451054.286208623)
84,109,37,POINT (1657816.123803127 2456923.6411466766),POINT (1655672.8720236626 2461328.6231408794)
84,112,347,POINT (1657816.123803127 2456923.6411466766),POINT (1658522.8459171155 2451789.1385785076)
84,114,178,POINT (1657816.123803127 2456923.6411466766),POINT (1662843.1571609215 2457634.9882492125)
84,117,148,POINT (1657816.123803127 2456923.6411466766),POINT (1654967.2014945885 2466457.833725207)
84,120,326,POINT (1657816.123803127 2456923.6411466766),POINT (1659261.41288711 2461314.176278822)
84,121,174,POINT (1657816.123803127 2456923.6411466766),POINT (1664638.3946025404 2457627.0151904216)
84,122,301,POINT (1657816.123803127 2456923.6411466766),POINT (1654784.3928201438 2464994.075279517)
84,125,121,POINT (1657816.123803127 2456923.6411466766),POINT (1662128.231170808 2459103.8993767397)
84,126,365,POINT (1657816.123803127 2456923.6411466766),POINT (1660682.9363822544 2454712.3656211905)
84,127,221,POINT (1657816.123803127 2456923.6411466766),POINT (1657292.5681206686 2463519.686624593)
84,128,200,POINT (1657816.123803127 2456923.6411466766),POINT (1659960.3023152847 2452516.0471433084)
84,132,346,POINT (1657816.123803127 2456923.6411466766),POINT (1664995.9724010811 2456892.377854039)
84,133,319,POINT (1657816.123803127 2456923.6411466766),POINT (1655124.6488328124 2456934.7318678335)
84,137,132,POINT (1657816.123803127 2456923.6411466766),POINT (1655864.099512502 2466454.4590000184)
84,138,75,POINT (1657816.123803127 2456923.6411466766),POINT (1658713.399655639 2456919.8675194327)
84,139,209,POINT (1657816.123803127 2456923.6411466766),POINT (1655490.1217823955 2459864.174869963)
84,140,31,POINT (1657816.123803127 2456923.6411466766),POINT (1663550.6729945105 2452499.845342531)
84,143,112,POINT (1657816.123803127 2456923.6411466766),POINT (1655132.989873493 2460598.1930824323)
84,144,192,POINT (1657816.123803127 2456923.6411466766),POINT (1663193.0929509592 2453234.7718662852)
84,145,224,POINT (1657816.123803127 2456923.6411466766),POINT (1659618.709598134 2460580.047646107)
84,152,168,POINT (1657816.123803127 2456923.6411466766),POINT (1657641.543595553 2459122.7947879345)
84,153,276,POINT (1657816.123803127 2456923.6411466766),POINT (1659086.8448384823 2463512.5288084573)
84,154,283,POINT (1657816.123803127 2456923.6411466766),POINT (1660865.5405292376 2456177.6778649366)
84,155,230,POINT (1657816.123803127 2456923.6411466766),POINT (1662310.845360219 2460568.699116179)
84,159,304,POINT (1657816.123803127 2456923.6411466766),POINT (1656569.9191489704 2461325.069100564)
84,160,378,POINT (1657816.123803127 2456923.6411466766),POINT (1653347.7160475263 2464267.195736542)
84,161,14,POINT (1657816.123803127 2456923.6411466766),POINT (1653704.719396387 2463533.5403265734)
84,162,341,POINT (1657816.123803127 2456923.6411466766),POINT (1663390.946910676 2462029.4912064886)
84,163,171,POINT (1657816.123803127 2456923.6411466766),POINT (1661945.6262268345 2457638.9171975213)
84,165,177,POINT (1657816.123803127 2456923.6411466766),POINT (1663558.1861956846 2456165.7870200397)
84,166,312,POINT (1657816.123803127 2456923.6411466766),POINT (1660166.7658653143 2464973.0408146377)
84,168,300,POINT (1657816.123803127 2456923.6411466766),POINT (1658721.4482376878 2460583.753606368)
84,171,69,POINT (1657816.123803127 2456923.6411466766),POINT (1660698.688202246 2462040.851327951)
84,172,88,POINT (1657816.123803127 2456923.6411466766),POINT (1659253.3849961753 2457650.473740088)
84,175,379,POINT (1657816.123803127 2456923.6411466766),POINT (1666966.7191880175 2454683.8407865274)
